ID,Title,Author,Genre,PublishDateOriginal,PublishDate,Publisher,Format,Illustrator,TotalPages,Rating,Status,MSRP ,SpecialEdition,ISBN
,Ms. Marvel Meets The Marvel Universe,G. Willow Wilson & Mark Waid & Marvel Various,Superhero,"July 28th, 2020",2020-07-28,Outreach/New Reader,Graphic Novel,Marvel Various,248,N/A,No,$12.99 ,No,978-1-302-92362-4
,Shuri and T'Challa: Into The Heartlands (An Original Black Panther Graphic Novel) ,Roseanne A. Brown,Superhero,"April 19th, 2022",2022-04-19,Graphix,Graphic Novel,Dika Araújo & Natacha Bustos & Claudia Aguirre,128,N/A,No,$12.99 ,No,978-1-338-64805-8
,"Get A Life, Chloe Brown (The Brown Sisters: Book 1) ",Talia Hibbert,Romance ,"November 5th, 2019",2019-11-05,Avon,Paperback,N/A,384,N/A,No,$16.99 ,No,978-0-06-294120-6
,"Take A Hint, Dani Brown (The Brown Sisters: Book 2)",Talia Hibbert,Romance ,"June 23rd, 2020",2020-06-23,Avon,Paperback,N/A,400,N/A,No,$16.99 ,No,978-0-06-294123-7
,The Roommate Risk,Talia Hibbert,Romance ,"May 4th, 2021",2021-05-04,Nixon House,Paperback,N/A,286,TBD,Currently Reading,$12.99 ,No,978-1913651046
,The Neighbor Favor,Kristina Forest,Romance ,"February 28th, 2023",2023-02-28,Berkley,Paperback,N/A,416,4.5/5,Yes,$17.00 ,No,978-0-593-54643-7
,The Heroes of Olympus: The Mark of Athena,Rick Riordan,Fantasy/Adventure,"September 26th, 2023",2023-09-26,Disney-Hyperion,Graphic Novel,Robert Venditti & Orpheus Collar,160,N/A,No,$14.99 ,No,978-1-368-09237-1
,Percy Jackson & The Olympians: The Chalice of The Gods,Rick Riordan,Fantasy/Adventure,"September 26th, 2023",2023-09-26,Disney-Hyperion,Hardcover,N/A,268,TBD,Currently Reading,$19.99 ,Barnes & Noble Exclusive Edition,978-1-368-09937-0
,Seven Days In June,Tia Williams,Romance ,"June 7th, 2022",2022-06-07,Grand Central Publishing,Paperback,N/A,337,N/A,No,$16.99 ,No,978-1-5387-1909-1
,"Act Your Age, Eve Brown (The Brown Sisters: Book 3",Talia Hibbert,Romance ,"March 9th, 2021",2021-03-09,Avon,Paperback,N/A,375,N/A,No,$18.99 ,No,978-0-06-294127
